epoch,train_loss,val_loss,val_auroc,val_auprc
1,9.734492,1.867585,0.531216,0.356700
2,6.284337,1.807737,0.574635,0.413000
3,4.854364,1.176484,0.614290,0.440800
4,3.944111,1.122498,0.645253,0.451200
5,3.655793,2.085584,0.648279,0.411600
6,3.364285,0.973937,0.757296,0.587200
7,3.262444,1.813609,0.777899,0.595100
8,3.246389,1.493595,0.765667,0.588100
9,2.948354,1.651346,0.797670,0.627300
10,2.773092,1.089616,0.808879,0.645700
11,3.137780,1.663877,0.803568,0.611400
12,2.810721,1.568009,0.820504,0.655600
13,3.006656,1.717381,0.833503,0.663800
14,2.563777,2.074230,0.810304,0.641100
15,2.774850,1.342423,0.838561,0.679700
16,2.901827,1.674976,0.824525,0.671000
17,3.113868,1.581825,0.849628,0.690100
18,2.932307,1.131401,0.838005,0.686300
19,2.451318,1.139479,0.823897,0.686100
20,2.490857,1.646130,0.841914,0.682500
21,2.703730,0.880951,0.853270,0.717900
22,2.407990,1.516576,0.854585,0.703200
23,2.323638,1.648903,0.847845,0.678600
24,2.611872,1.277456,0.867413,0.713100
25,2.491414,1.516262,0.861301,0.704200
26,2.240727,2.254298,0.846513,0.700600
27,2.320968,0.929338,0.868408,0.736500
28,2.393237,1.508374,0.878292,0.733800
29,2.355786,1.281367,0.873337,0.728300
30,2.842416,1.853816,0.856665,0.705700
31,2.383764,1.563731,0.881828,0.726500
32,2.280573,1.455661,0.880808,0.740400
33,2.564037,1.410598,0.869883,0.726800
34,2.740498,1.764297,0.869596,0.707300
35,2.441073,1.568363,0.865955,0.729100
36,2.473835,1.749490,0.876003,0.723200
37,2.280704,1.129328,0.879896,0.750900
38,2.184792,1.490723,0.892551,0.754600
39,2.039327,1.652882,0.886317,0.735700
40,2.381428,1.441975,0.894781,0.764600
41,2.224127,1.223768,0.900033,0.775100
42,2.081718,1.116373,0.906646,0.799800
43,1.820229,1.205292,0.903531,0.782100
44,2.062606,1.369597,0.907441,0.778500
45,2.103859,1.371457,0.906503,0.781800
46,2.140924,1.719481,0.895915,0.743800
47,2.057186,1.102368,0.900138,0.778100
48,2.342000,1.515417,0.899519,0.763700
49,2.351604,1.760826,0.893812,0.745600
50,2.345901,1.655502,0.889295,0.749500
51,2.411495,1.440873,0.902983,0.781200
52,2.498329,1.546667,0.902284,0.770600
53,2.346312,1.441926,0.907009,0.786700
54,2.395339,1.951378,0.894817,0.741700
55,2.110997,1.366259,0.898992,0.767400
56,1.978499,1.657037,0.901683,0.766400
57,2.171508,1.763322,0.902754,0.762300
58,2.073850,1.541151,0.906288,0.775900
59,2.073671,1.655694,0.903447,0.775300
