epoch,train_loss,val_loss,val_auroc,val_auprc
1,9.272955,1.380171,0.509705,0.341100
2,5.451968,1.442069,0.540985,0.343700
3,5.382016,2.027505,0.628191,0.426300
4,4.593831,0.795272,0.675373,0.468100
5,3.986668,2.050293,0.669546,0.463100
6,3.837725,0.625232,0.741282,0.558300
7,3.448477,1.168919,0.729927,0.561200
8,3.428461,1.335823,0.771830,0.565800
9,3.680484,1.898246,0.738550,0.582000
10,2.968639,1.171940,0.798487,0.622700
11,3.261340,1.911268,0.806379,0.619500
12,2.826050,1.990029,0.811672,0.633800
13,2.999440,1.578289,0.828821,0.666500
14,2.672576,1.410003,0.812187,0.641200
15,2.578915,1.540782,0.835459,0.675200
16,2.547500,1.587018,0.834450,0.676400
17,2.283662,0.781202,0.834868,0.692500
18,2.450999,1.371434,0.836775,0.688400
19,2.231947,1.237935,0.852106,0.710300
20,2.009935,1.499517,0.848766,0.715000
21,1.943402,1.023020,0.835394,0.720900
22,1.882998,0.800914,0.843881,0.742600
23,1.912589,1.286092,0.843649,0.708500
24,1.818657,0.863167,0.844012,0.718700
25,1.534822,0.636831,0.861972,0.755800
26,1.708748,0.758335,0.866472,0.774500
27,1.497737,0.570494,0.873613,0.775700
28,1.494041,0.624781,0.868394,0.761100
29,1.425733,0.931169,0.866097,0.782800
30,1.345179,0.759823,0.869645,0.772600
31,1.352860,0.761030,0.859392,0.727600
32,1.521211,0.932340,0.869854,0.774100
33,1.303933,0.838891,0.878868,0.797800
34,1.476365,0.664820,0.880159,0.788100
35,1.576964,0.879457,0.883076,0.794500
36,1.379915,1.022092,0.864633,0.770100
37,1.422638,1.001320,0.867556,0.785200
38,1.420955,0.992749,0.872197,0.771300
39,1.356745,0.840873,0.865698,0.761900
40,1.187288,1.049152,0.869870,0.781200
41,1.193760,1.092325,0.869104,0.758000
42,0.958761,0.927729,0.878631,0.789100
43,0.937826,0.989411,0.883026,0.789100
44,0.995510,1.004363,0.881958,0.780800
45,1.082200,0.907940,0.885824,0.795700
46,0.957583,0.977492,0.889067,0.810200
47,1.106876,0.699852,0.887315,0.802900
48,1.111431,0.874525,0.889738,0.795900
49,1.136561,0.947133,0.887298,0.798500
50,1.051270,0.996323,0.891774,0.812300
51,1.113983,1.068384,0.884167,0.790900
52,1.170414,1.024743,0.888310,0.801000
53,1.069967,0.773699,0.891622,0.812300
54,1.018241,0.873801,0.889538,0.802700
55,1.088503,0.792400,0.889542,0.799400
56,0.914780,0.749792,0.895494,0.812700
57,0.979818,1.027203,0.883627,0.788700
58,0.873820,0.903238,0.891481,0.812800
59,1.064372,1.136622,0.883665,0.781600
60,1.002407,0.929440,0.886839,0.796700
61,0.807782,0.816697,0.885147,0.787700
62,0.845275,0.835394,0.889604,0.792500
63,0.797846,1.229544,0.877335,0.786600
64,0.955037,1.141253,0.876781,0.783100
65,0.796664,0.976209,0.884711,0.785500
66,0.801134,1.217524,0.877829,0.772700
67,0.705023,1.101080,0.887432,0.794000
68,0.718558,0.957115,0.887632,0.795400
69,0.752423,1.160073,0.884649,0.791400
70,0.688296,1.046542,0.891665,0.794600
