训练开始时间: 2025-05-30 23:39:47
模型: DrugBAN3D
总训练轮数: 100

轮次	训练损失	验证损失	验证AUROC	验证AUPRC
----------------------------------------------------------------------
1	9.9682	2.1624	0.5605	0.3866
2	6.3909	1.5588	0.6148	0.4412
3	5.1533	0.7040	0.5743	0.3957
4	4.4267	1.3306	0.6583	0.4613
5	4.1184	1.2154	0.6829	0.4864
6	3.1820	0.8838	0.7096	0.5621
7	3.0146	1.3306	0.7509	0.5572
8	3.2487	0.8681	0.7507	0.5862
9	2.9842	1.4779	0.7817	0.6121
10	3.0737	1.0783	0.7964	0.6530
11	2.7311	0.9702	0.7588	0.6405
12	3.2094	1.5529	0.8197	0.6441
13	2.9327	0.8883	0.7964	0.6775
14	3.1954	1.0098	0.8294	0.6876
15	3.0341	1.4574	0.8287	0.6724
16	2.6212	1.8776	0.8206	0.6550
17	2.8227	1.1196	0.8330	0.6999
18	3.0093	1.5223	0.8269	0.6850
19	2.5000	1.5380	0.8199	0.6561
20	2.4614	2.3072	0.8272	0.6567
21	2.6114	1.4821	0.8525	0.6986
22	2.6530	1.8389	0.8454	0.7114
23	2.3756	1.4119	0.8633	0.7056
24	2.3170	1.1700	0.8586	0.7103
25	2.3681	1.2838	0.8611	0.7129
26	2.2086	1.8305	0.8552	0.7128
27	2.0078	1.4523	0.8672	0.7236
28	2.0057	1.8131	0.8502	0.7192
29	2.4067	1.5002	0.8752	0.7331
30	2.1411	1.5941	0.8620	0.7203
31	2.3120	2.1140	0.8539	0.6978
32	2.2315	1.3786	0.8855	0.7648
33	1.8706	1.5269	0.8713	0.7188
34	2.2129	1.4118	0.8770	0.7448
35	1.9140	1.6487	0.8563	0.7092
36	2.2254	1.4003	0.8957	0.7720
37	2.1436	1.2894	0.8785	0.7450
38	1.6242	1.1793	0.8841	0.7698
39	1.6349	1.3740	0.8826	0.7642
40	1.5565	0.9981	0.8742	0.8085
41	1.3518	1.1551	0.8872	0.7744
42	1.9075	1.3185	0.8792	0.7743
43	1.3824	1.3017	0.8828	0.7647
44	1.4644	1.2229	0.8951	0.7893
45	1.1337	1.0104	0.8927	0.8143
46	1.3553	1.4065	0.8943	0.7854
47	1.3194	0.8284	0.9020	0.8192
48	1.0624	0.9870	0.9039	0.8198
49	1.1258	1.0311	0.9020	0.8248
50	1.0365	1.5523	0.8908	0.7780
51	1.1260	1.1111	0.9057	0.8166
52	1.0346	1.2895	0.9037	0.8013
53	1.1939	1.3252	0.9022	0.8014
54	0.9482	1.3679	0.9009	0.7930
55	1.3198	1.2589	0.9085	0.8057
56	1.1110	1.3796	0.8952	0.7882
57	0.9910	1.2072	0.9032	0.8071
58	1.1654	1.3130	0.9011	0.7978
59	1.0379	0.9337	0.8982	0.8203
60	0.8096	0.9388	0.9003	0.8287
61	0.8475	1.2604	0.9033	0.8156
62	0.9160	1.3556	0.9110	0.8151
63	0.8585	0.9462	0.9059	0.8359
64	0.8336	1.2900	0.9096	0.8127
65	0.8624	1.2683	0.9068	0.8157
66	0.8698	1.0211	0.9072	0.8293
67	0.8582	1.4334	0.9011	0.8061
68	1.0727	1.3136	0.9099	0.8202
69	0.8011	1.0587	0.9114	0.8413
70	0.7270	1.1431	0.9128	0.8443
71	0.7461	1.0271	0.9090	0.8364
72	0.6869	0.9923	0.9107	0.8377
73	0.7168	1.0059	0.9177	0.8539
74	0.7271	1.0360	0.9123	0.8366
75	0.7167	1.3633	0.9085	0.8213
76	0.7889	1.2166	0.9084	0.8266
77	0.7321	1.1271	0.9063	0.8365
78	0.9207	1.3209	0.9065	0.8157
79	0.8288	1.0597	0.9114	0.8370
80	0.7760	1.1187	0.9110	0.8404
81	0.6893	1.1055	0.9111	0.8425
82	0.7351	1.1998	0.9170	0.8435
83	0.7608	1.2427	0.9082	0.8395
84	0.7635	1.1608	0.9103	0.8417
85	0.7211	1.1989	0.9084	0.8406
86	0.6919	1.1846	0.9074	0.8408
87	0.7219	1.1776	0.9111	0.8435
