+----------+------------+
| # Epoch  | Train_loss |
+----------+------------+
| epoch 1  |  11.3531   |
| epoch 2  |   7.0794   |
| epoch 3  |   6.4171   |
| epoch 4  |   5.5507   |
| epoch 5  |   5.4984   |
| epoch 6  |   4.7308   |
| epoch 7  |   4.0489   |
| epoch 8  |   3.9624   |
| epoch 9  |   3.8463   |
| epoch 10 |   3.6665   |
| epoch 11 |   3.6126   |
| epoch 12 |   3.7973   |
| epoch 13 |   3.7264   |
| epoch 14 |   2.9913   |
| epoch 15 |   3.4299   |
| epoch 16 |   3.1679   |
| epoch 17 |   3.2136   |
| epoch 18 |   3.2331   |
| epoch 19 |   2.9820   |
| epoch 20 |   3.1410   |
| epoch 21 |   2.8820   |
| epoch 22 |   2.7478   |
| epoch 23 |   2.7866   |
| epoch 24 |   2.8807   |
| epoch 25 |   2.5962   |
| epoch 26 |   2.6615   |
| epoch 27 |   2.4545   |
| epoch 28 |   2.5127   |
| epoch 29 |   2.4980   |
| epoch 30 |   2.1965   |
| epoch 31 |   2.3610   |
| epoch 32 |   2.2753   |
| epoch 33 |   2.1389   |
| epoch 34 |   1.9966   |
| epoch 35 |   2.0458   |
| epoch 36 |   2.0000   |
| epoch 37 |   2.0807   |
| epoch 38 |   1.8913   |
| epoch 39 |   1.7358   |
| epoch 40 |   1.5938   |
| epoch 41 |   1.6050   |
| epoch 42 |   1.3500   |
| epoch 43 |   1.3696   |
| epoch 44 |   1.2004   |
| epoch 45 |   1.1959   |
| epoch 46 |   1.1302   |
| epoch 47 |   1.1268   |
| epoch 48 |   1.1294   |
| epoch 49 |   0.9609   |
| epoch 50 |   1.0623   |
| epoch 51 |   1.0878   |
| epoch 52 |   1.0753   |
| epoch 53 |   1.0813   |
| epoch 54 |   1.0910   |
| epoch 55 |   0.9223   |
| epoch 56 |   0.9474   |
| epoch 57 |   0.9797   |
| epoch 58 |   1.0475   |
| epoch 59 |   0.9142   |
| epoch 60 |   0.8692   |
| epoch 61 |   0.9210   |
| epoch 62 |   0.8447   |
| epoch 63 |   0.8923   |
| epoch 64 |   1.0041   |
| epoch 65 |   0.7537   |
| epoch 66 |   0.9118   |
| epoch 67 |   0.8553   |
| epoch 68 |   0.8239   |
| epoch 69 |   0.8353   |
| epoch 70 |   0.8437   |
| epoch 71 |   0.8234   |
| epoch 72 |   0.8945   |
| epoch 73 |   0.8665   |
| epoch 74 |   0.7400   |
| epoch 75 |   0.7161   |
| epoch 76 |   0.7508   |
| epoch 77 |   0.7363   |
| epoch 78 |   0.7481   |
| epoch 79 |   0.6817   |
| epoch 80 |   0.6953   |
| epoch 81 |   0.7657   |
| epoch 82 |   0.8189   |
| epoch 83 |   0.8298   |
| epoch 84 |   0.7976   |
| epoch 85 |   0.7336   |
| epoch 86 |   0.7389   |
| epoch 87 |   0.6729   |
| epoch 88 |   0.7071   |
| epoch 89 |   0.7588   |
+----------+------------+
