epoch,train_loss,val_loss,val_auroc,val_auprc
1,11.353123,1.911483,0.528051,0.373200
2,7.079402,2.255830,0.543372,0.371700
3,6.417144,2.414736,0.564266,0.398600
4,5.550710,1.871329,0.604810,0.427700
5,5.498420,1.496246,0.600110,0.420800
6,4.730795,1.370764,0.640646,0.444600
7,4.048866,1.395686,0.588528,0.402200
8,3.962379,1.310440,0.627158,0.439200
9,3.846317,1.411079,0.665548,0.469300
10,3.666473,1.212383,0.701873,0.494400
11,3.612550,2.323659,0.682265,0.473300
12,3.797257,1.440724,0.676094,0.470700
13,3.726366,1.765303,0.762291,0.590600
14,2.991322,1.733489,0.785048,0.605300
15,3.429946,2.123577,0.770087,0.583500
16,3.167869,1.505411,0.797499,0.637300
17,3.213592,1.162854,0.790885,0.618600
18,3.233074,1.979916,0.812087,0.638600
19,2.982018,1.893535,0.828058,0.672200
20,3.140978,1.966055,0.805920,0.634900
21,2.881985,1.843189,0.828498,0.669500
22,2.747812,1.359830,0.823501,0.676000
23,2.786623,1.519699,0.824563,0.655000
24,2.880712,1.174501,0.812888,0.670200
25,2.596220,1.106127,0.853436,0.715300
26,2.661522,1.682579,0.841189,0.680200
27,2.454528,1.364941,0.837857,0.683700
28,2.512700,1.406722,0.848871,0.716700
29,2.497994,1.405807,0.853124,0.709600
30,2.196493,1.595741,0.847042,0.713700
31,2.360967,1.735362,0.851295,0.719700
32,2.275262,1.770049,0.856502,0.736900
33,2.138943,1.327142,0.867582,0.733600
34,1.996555,1.559150,0.860580,0.754100
35,2.045752,1.819839,0.858102,0.721300
36,2.000002,1.686476,0.859135,0.729200
37,2.080733,1.529492,0.868136,0.748900
38,1.891290,1.819596,0.856178,0.730700
39,1.735765,1.572444,0.865352,0.745700
40,1.593795,1.651391,0.871396,0.755300
41,1.605019,1.242795,0.872241,0.784200
42,1.349957,0.892462,0.874081,0.769300
43,1.369580,0.769842,0.870983,0.775400
44,1.200421,0.688868,0.887889,0.809100
45,1.195878,1.273496,0.883015,0.803500
46,1.130237,1.079875,0.878153,0.797400
47,1.126780,0.990845,0.874302,0.750800
48,1.129407,0.800308,0.882884,0.782700
49,0.960880,0.855086,0.880151,0.782500
50,1.062262,1.763858,0.870545,0.755000
51,1.087757,1.400102,0.873396,0.800000
52,1.075345,0.959146,0.880937,0.781600
53,1.081262,0.909397,0.887567,0.788200
54,1.090983,0.768515,0.894338,0.798300
55,0.922318,0.876537,0.890648,0.798700
56,0.947379,0.895695,0.891101,0.805000
57,0.979734,0.766770,0.893573,0.798100
58,1.047484,0.914425,0.880909,0.770100
59,0.914249,0.908024,0.888130,0.796700
60,0.869241,0.888452,0.889264,0.802200
61,0.921028,1.427796,0.883038,0.799800
62,0.844738,0.693561,0.900223,0.813900
63,0.892290,0.934686,0.895190,0.803100
64,1.004090,0.822654,0.901146,0.823900
65,0.753666,0.884187,0.896001,0.815600
66,0.911779,0.868665,0.893432,0.813500
67,0.855329,1.215991,0.885567,0.806200
68,0.823878,0.682559,0.896195,0.809400
69,0.835334,0.906672,0.894364,0.809500
70,0.843657,0.915544,0.896918,0.817000
71,0.823411,1.065863,0.898633,0.813300
72,0.894460,0.814473,0.889000,0.797600
73,0.866531,0.756898,0.902701,0.820600
74,0.739989,0.778130,0.909289,0.832600
75,0.716129,0.789427,0.907013,0.830800
76,0.750779,0.960772,0.900265,0.808400
77,0.736257,1.074440,0.897468,0.813100
78,0.748131,1.036369,0.898505,0.820700
79,0.681736,0.993052,0.901605,0.827100
80,0.695336,0.790009,0.902223,0.811800
81,0.765747,1.000557,0.898497,0.804000
82,0.818916,0.716226,0.902929,0.826500
83,0.829815,0.869637,0.901171,0.820300
84,0.797640,1.030985,0.907219,0.808600
85,0.733574,0.881114,0.902846,0.809700
86,0.738921,0.834715,0.901750,0.812500
87,0.672880,1.155600,0.907089,0.806900
88,0.707057,0.808040,0.891491,0.804400
89,0.758778,0.991424,0.893521,0.792300
