+----------+------------+
| # Epoch  | Train_loss |
+----------+------------+
| epoch 1  |  10.5263   |
| epoch 2  |   6.9543   |
| epoch 3  |   5.3974   |
| epoch 4  |   4.8704   |
| epoch 5  |   4.1140   |
| epoch 6  |   3.7973   |
| epoch 7  |   3.5362   |
| epoch 8  |   3.6682   |
| epoch 9  |   3.1167   |
| epoch 10 |   3.3297   |
| epoch 11 |   3.1827   |
| epoch 12 |   2.6793   |
| epoch 13 |   2.7554   |
| epoch 14 |   2.1579   |
| epoch 15 |   2.2051   |
| epoch 16 |   2.1075   |
| epoch 17 |   1.8450   |
| epoch 18 |   1.7695   |
| epoch 19 |   1.9782   |
| epoch 20 |   2.1095   |
| epoch 21 |   1.6027   |
| epoch 22 |   1.7627   |
| epoch 23 |   1.7289   |
| epoch 24 |   1.8212   |
| epoch 25 |   1.9714   |
| epoch 26 |   1.7713   |
| epoch 27 |   1.6521   |
| epoch 28 |   1.5689   |
| epoch 29 |   1.4580   |
| epoch 30 |   1.3806   |
| epoch 31 |   1.3590   |
| epoch 32 |   1.3722   |
| epoch 33 |   1.2600   |
| epoch 34 |   1.1868   |
| epoch 35 |   1.2680   |
| epoch 36 |   1.3235   |
| epoch 37 |   1.1882   |
| epoch 38 |   1.3392   |
| epoch 39 |   1.1659   |
| epoch 40 |   1.1128   |
| epoch 41 |   1.2431   |
| epoch 42 |   1.1495   |
| epoch 43 |   1.1581   |
| epoch 44 |   1.1232   |
| epoch 45 |   1.1368   |
| epoch 46 |   0.9965   |
| epoch 47 |   1.1335   |
| epoch 48 |   1.0852   |
| epoch 49 |   1.1069   |
| epoch 50 |   1.0183   |
| epoch 51 |   0.9836   |
| epoch 52 |   1.0231   |
| epoch 53 |   0.8772   |
| epoch 54 |   0.8908   |
| epoch 55 |   0.9305   |
| epoch 56 |   0.8750   |
| epoch 57 |   0.9108   |
| epoch 58 |   0.9257   |
| epoch 59 |   0.9675   |
| epoch 60 |   0.8265   |
| epoch 61 |   0.8103   |
| epoch 62 |   0.8356   |
| epoch 63 |   0.9740   |
| epoch 64 |   0.7653   |
| epoch 65 |   0.7729   |
| epoch 66 |   0.9207   |
| epoch 67 |   0.8378   |
| epoch 68 |   0.7917   |
| epoch 69 |   0.7917   |
| epoch 70 |   0.8386   |
| epoch 71 |   0.8730   |
| epoch 72 |   0.8250   |
| epoch 73 |   0.9407   |
| epoch 74 |   0.8358   |
+----------+------------+
