epoch,train_loss,val_loss,val_auroc,val_auprc
1,10.526328,3.071663,0.577358,0.430900
2,6.954277,1.579928,0.563990,0.395700
3,5.397389,2.188724,0.599162,0.424000
4,4.870402,1.233733,0.687555,0.498700
5,4.114039,1.531114,0.662315,0.512800
6,3.797252,1.603608,0.727353,0.609300
7,3.536189,1.435714,0.753598,0.599100
8,3.668218,1.100872,0.728303,0.601000
9,3.116747,1.416146,0.771678,0.606700
10,3.329737,1.664348,0.782106,0.616300
11,3.182694,2.239571,0.798751,0.619400
12,2.679282,1.420133,0.800454,0.616500
13,2.755405,0.990490,0.803334,0.690400
14,2.157876,1.646642,0.800310,0.714700
15,2.205066,1.571150,0.803625,0.697600
16,2.107510,1.516485,0.826702,0.706900
17,1.844995,1.582478,0.831670,0.721100
18,1.769507,1.225196,0.840437,0.736500
19,1.978168,1.886959,0.792209,0.707300
20,2.109484,1.268007,0.857491,0.770500
21,1.602702,1.522310,0.838161,0.719300
22,1.762746,1.469372,0.847786,0.714500
23,1.728937,1.725572,0.837362,0.734900
24,1.821235,1.694521,0.837531,0.758700
25,1.971403,1.729274,0.843227,0.741600
26,1.771318,1.991579,0.833223,0.745700
27,1.652134,1.692625,0.860412,0.765400
28,1.568913,1.799390,0.858380,0.746100
29,1.457972,1.726743,0.859478,0.764400
30,1.380566,1.685779,0.859168,0.757900
31,1.359013,1.758279,0.856677,0.746400
32,1.372205,1.891729,0.859464,0.742100
33,1.259963,1.559515,0.870220,0.765800
34,1.186815,1.554151,0.874869,0.790000
35,1.268041,1.743207,0.861775,0.768300
36,1.323529,1.471846,0.872479,0.782300
37,1.188193,1.895946,0.869112,0.791300
38,1.339209,2.062237,0.856757,0.724900
39,1.165927,1.672888,0.878992,0.795100
40,1.112803,1.599908,0.881497,0.801600
41,1.243083,1.811794,0.866962,0.766700
42,1.149490,1.987087,0.859164,0.743300
43,1.158104,1.549026,0.870210,0.779200
44,1.123214,1.757447,0.871803,0.762600
45,1.136759,1.988593,0.862964,0.747300
46,0.996451,1.809015,0.873624,0.785200
47,1.133451,1.790251,0.880037,0.791700
48,1.085215,1.867677,0.874294,0.772300
49,1.106949,1.951044,0.881293,0.788200
50,1.018290,1.818562,0.882170,0.787300
51,0.983556,1.614465,0.888397,0.783600
52,1.023084,1.896242,0.884142,0.792900
53,0.877249,1.588387,0.879145,0.792500
54,0.890846,1.334733,0.890387,0.803300
55,0.930504,1.735494,0.885301,0.801400
56,0.874968,2.127229,0.880250,0.775900
57,0.910820,1.770509,0.886783,0.780100
58,0.925720,1.964552,0.878450,0.778500
59,0.967457,1.843147,0.877986,0.779000
60,0.826520,1.382112,0.888899,0.785700
61,0.810333,2.060635,0.877481,0.774200
62,0.835604,2.148078,0.876722,0.773500
63,0.974019,1.978825,0.881040,0.774100
64,0.765281,1.808391,0.881304,0.783900
65,0.772870,2.073209,0.875906,0.774900
66,0.920729,2.144165,0.873510,0.762800
67,0.837834,2.383670,0.878083,0.770500
68,0.791720,1.621684,0.882138,0.768900
69,0.791705,1.951523,0.881453,0.785400
70,0.838645,1.873031,0.882281,0.784200
71,0.873025,1.846197,0.876673,0.767200
72,0.825009,2.208804,0.874418,0.777700
73,0.940749,2.059519,0.882421,0.783900
74,0.835785,2.183102,0.878760,0.774000
