+----------+------------+
| # Epoch  | Train_loss |
+----------+------------+
| epoch 1  |   9.6263   |
| epoch 2  |   6.2129   |
| epoch 3  |   5.0186   |
| epoch 4  |   4.0289   |
| epoch 5  |   3.9991   |
| epoch 6  |   3.9534   |
| epoch 7  |   3.6810   |
| epoch 8  |   3.6654   |
| epoch 9  |   3.1475   |
| epoch 10 |   3.3227   |
| epoch 11 |   2.8992   |
| epoch 12 |   2.5775   |
| epoch 13 |   3.1422   |
| epoch 14 |   3.1255   |
| epoch 15 |   2.8554   |
| epoch 16 |   2.8918   |
| epoch 17 |   2.8756   |
| epoch 18 |   2.6933   |
| epoch 19 |   2.9261   |
| epoch 20 |   2.4398   |
| epoch 21 |   2.8462   |
| epoch 22 |   2.4048   |
| epoch 23 |   2.0810   |
| epoch 24 |   1.9675   |
| epoch 25 |   1.6893   |
| epoch 26 |   2.0406   |
| epoch 27 |   1.9008   |
| epoch 28 |   1.8107   |
| epoch 29 |   1.8802   |
| epoch 30 |   1.9131   |
| epoch 31 |   1.5101   |
| epoch 32 |   1.5985   |
| epoch 33 |   1.3086   |
| epoch 34 |   1.5005   |
| epoch 35 |   1.4394   |
| epoch 36 |   1.5356   |
| epoch 37 |   1.7416   |
| epoch 38 |   1.4441   |
| epoch 39 |   1.3391   |
| epoch 40 |   1.2626   |
| epoch 41 |   1.1324   |
| epoch 42 |   1.4166   |
| epoch 43 |   1.2145   |
| epoch 44 |   1.1933   |
| epoch 45 |   1.2737   |
| epoch 46 |   1.2205   |
| epoch 47 |   1.1735   |
| epoch 48 |   1.0453   |
| epoch 49 |   1.0285   |
| epoch 50 |   1.0227   |
| epoch 51 |   1.1045   |
| epoch 52 |   1.0807   |
| epoch 53 |   0.9248   |
| epoch 54 |   1.0067   |
| epoch 55 |   1.0487   |
| epoch 56 |   1.0685   |
| epoch 57 |   1.0168   |
| epoch 58 |   1.0176   |
| epoch 59 |   1.0200   |
| epoch 60 |   0.8786   |
| epoch 61 |   0.8425   |
| epoch 62 |   0.8677   |
| epoch 63 |   0.8292   |
| epoch 64 |   0.9732   |
| epoch 65 |   0.8815   |
| epoch 66 |   0.7037   |
| epoch 67 |   0.8159   |
| epoch 68 |   0.9345   |
| epoch 69 |   0.8728   |
| epoch 70 |   0.9908   |
| epoch 71 |   0.8544   |
| epoch 72 |   0.8720   |
| epoch 73 |   0.9138   |
| epoch 74 |   0.9366   |
| epoch 75 |   0.7649   |
| epoch 76 |   0.8154   |
| epoch 77 |   0.7538   |
| epoch 78 |   0.7340   |
| epoch 79 |   0.7223   |
| epoch 80 |   0.7517   |
| epoch 81 |   0.6616   |
| epoch 82 |   0.7718   |
| epoch 83 |   0.7985   |
| epoch 84 |   0.7709   |
| epoch 85 |   0.6949   |
| epoch 86 |   0.7298   |
| epoch 87 |   0.7695   |
| epoch 88 |   0.7589   |
| epoch 89 |   0.7472   |
| epoch 90 |   0.6859   |
| epoch 91 |   0.6838   |
| epoch 92 |   0.7048   |
| epoch 93 |   0.6294   |
+----------+------------+
