epoch,train_loss,val_loss,val_auroc,val_auprc
1,9.572193,2.435095,0.609191,0.424500
2,6.230406,1.552451,0.617933,0.439300
3,5.469973,1.213660,0.654908,0.462100
4,4.943967,1.055745,0.643654,0.445300
5,4.117234,1.198880,0.690962,0.497100
6,3.941547,1.518287,0.683731,0.521400
7,3.235571,2.390361,0.750201,0.548100
8,3.193201,1.590057,0.795128,0.604500
9,3.049491,0.581183,0.778684,0.623800
10,3.004184,0.945947,0.759287,0.623900
11,2.816585,1.014766,0.819727,0.649400
12,2.861532,1.132336,0.826322,0.648000
13,2.790340,1.264371,0.827490,0.651900
14,2.747719,1.316934,0.834365,0.685900
15,2.417009,0.659281,0.841636,0.712900
16,2.379476,0.863331,0.819764,0.687100
17,2.355980,1.232927,0.832259,0.675600
18,2.197420,1.503331,0.833572,0.665000
19,2.314062,0.647553,0.826488,0.709600
20,2.314296,1.678324,0.840066,0.662900
21,1.926686,0.740196,0.844740,0.728200
22,1.861772,0.600803,0.851404,0.730300
23,1.745117,0.859760,0.830222,0.703100
24,1.771047,0.620897,0.853326,0.719500
25,1.885569,0.666572,0.842539,0.729200
26,1.610719,0.607196,0.850689,0.729400
27,1.612165,0.795593,0.863342,0.755400
28,1.552977,0.723519,0.863741,0.732800
29,1.575540,0.775781,0.855015,0.735800
30,1.664613,0.763675,0.846715,0.722400
31,1.693195,0.828769,0.865205,0.751800
32,1.512292,0.652908,0.863529,0.769800
33,1.515454,0.778214,0.861961,0.757600
34,1.633636,0.818893,0.867448,0.749500
35,1.692728,0.916752,0.859623,0.773500
36,1.497742,0.711588,0.872257,0.782500
37,1.449803,0.739356,0.859365,0.747500
38,1.341085,0.647511,0.883938,0.796200
39,1.307660,0.753233,0.875665,0.786800
40,1.261971,0.949660,0.866143,0.762700
41,1.317304,1.465045,0.840043,0.767900
42,1.221050,1.155339,0.865825,0.786900
43,1.171068,0.876002,0.878249,0.797600
44,1.193621,0.672304,0.885029,0.801400
45,1.262633,0.609838,0.882875,0.787700
46,1.275058,0.705321,0.871062,0.782000
47,1.242255,0.562858,0.887850,0.798800
48,1.044507,0.756028,0.870891,0.758800
49,1.115046,0.844939,0.876147,0.798400
50,1.233758,0.833484,0.878708,0.791000
51,1.091778,0.846635,0.873101,0.769100
52,1.287308,0.861657,0.873349,0.783400
53,1.360908,1.173269,0.866549,0.782700
54,1.380908,0.718753,0.888943,0.815100
55,1.045321,0.843551,0.883399,0.802900
56,1.028894,0.708771,0.897659,0.816100
57,1.004655,0.762768,0.887530,0.808400
58,1.011427,0.901592,0.888216,0.818300
59,1.179788,0.902337,0.879270,0.801800
60,1.142258,0.851174,0.887889,0.802500
61,1.034916,0.991331,0.871252,0.787500
62,1.118242,0.937319,0.885367,0.796400
63,0.894144,1.007246,0.884080,0.806200
64,0.959627,1.025586,0.876378,0.795800
65,0.976787,0.895289,0.883450,0.791600
66,1.052066,1.141859,0.877995,0.799400
67,0.964847,0.991538,0.882781,0.789800
68,0.948077,0.938277,0.883033,0.798300
69,0.895081,1.056063,0.879159,0.793400
70,0.900208,0.939448,0.888010,0.795400
71,0.835578,0.876806,0.887524,0.806000
